checkin_dates,checkout_dates,h_address1,h_address2,h_amenities1,h_amenities2,h_amenities3,h_amenities4,h_amenities5,h_amenities6,h_amenities7,h_name,h_phone,h_ranking,h_rating_avg,h_rating_excellent,h_rating_poor,h_rating_terrible,h_rating_vgood,h_review1,h_review2,h_review3,h_review4,h_review5,h_reviewnums,h_starrating,h_tripadvisor_rating,tripadvisor_price,expedia_price,orbitz_price
16-Apr,17-Apr,1571 Poipu Rd,"Poipu, Kauai, HI 96756-9402",Free Wifi,Free Parking,Breakfast Buffet,Air Conditioning,Beachfront,Pool,Non-Smoking Hotel,Grand Hyatt Kauai Resort & Spa,(808) 201-0324,#2,5%,76%,1%,1%,17%,"Nice hotel, not sure the rooms are worth $800 a night for a partial ocean view.  Room was acceptable overall. A bit worn and dated.  Grounds were beautiful, easy to find a chair at the pool.  I appreciate that their are sun umbrellas available at...","Great service, beautiful setting, excellent dining, wonderful place for couples and families, looking forward to returning to this property,Kauai is so very beautiful & friendly. Food was so good we returned to dine after we checked out.","beautiful grounds,pools,spa. great food at all veneus. go to tidepools for dinner.  staff are very accomodating. not much signage on the property so hard to navigate. pop up shops set up daily in lobby in the are fun to browse","We recently spent 10 days at the Grand Hyatt in Kauai and cannot wait to go back.  The grounds are beautiful, the restaurants are all excellent (we ate in every one of them - Tidepools was our favorite!!), the pool is huge, the lazy river...","This resort is not for the financially faint of heart, but it is worth it and we will be back.  From the concierge parking arrival yo your last moment everyone treats you like they appreciate you being there. The pool area with all the amenities...","6,768 reviews", Restaurant ,4.5,456,456,456
16-Apr,17-Apr,1571 Poipu Rd,"Poipu, Kauai, HI 96756-9402",Free Wifi,Free Parking,Breakfast Buffet,Air Conditioning,Beachfront,Pool,Non-Smoking Hotel,Grand Hyatt Kauai Resort & Spa,(808) 201-0324,#2,5%,76%,1%,1%,17%,"This is a wonderful resort.  Beautiful grounds, great pool and beach.  The staff is outstanding and the restaurants are great.  This is a very relaxing resort.  We love hanging out at the pool and having fun on the slide.","We flew into Kaua’i to Stay at this hotel because my granddaughter who is only 5years old had her 1st performance there at the Grand Hyatt ballroom, it was a very special occasion for our family, so it was very convenient","This Grand Hyatt has an ideal location on Kauai. Close to airport and easy to access the west, east and even north points of Kauai if you have a rental. 

The hotel has all the amenities you could wish for included in your $35 daily...",We stayed at this hotel for a family wedding. The location is beautiful and the hotel delightful to walk around. The service was excellent. In one direction was the morning sunrise; in the other the evening sunset. We took many great photos. Prepare to walk...,"If you have read my other reviews you know that I am an annoying traveler who is very picky about their hotel choices.  So, unless you are equally picky you should read this with some skepticism.  The grounds are absolutely beautiful.  The room is a...","6,768 reviews", Restaurant ,4.5,456,456,456
16-Apr,17-Apr,1571 Poipu Rd,"Poipu, Kauai, HI 96756-9402",Free Wifi,Free Parking,Breakfast Buffet,Air Conditioning,Beachfront,Pool,Non-Smoking Hotel,Grand Hyatt Kauai Resort & Spa,(808) 201-0324,#2,5%,76%,1%,1%,17%,"We recently travelled to Kauai and stayed at The Hyatt Regency.
Our stay was absolutely perfect, we couldn't think of anything that wasn't 
perfect.  Besides a magnificent setting, attention to detail, wonderful 
maid service, outstanding spa etc. we were delighted to the superb 
Restaurants on...","The Grand Hyatt is truly a grand hotel with many ocean view rooms of Shipwreck Beach. The rooms are spacious and updated. The restaurants are top notch, the hotel services are all very accommodating including the spa, shops and pools. 

The hotel has both fresh...","We stayed in Maui for the first 4 days of our honeymoon and the Grand Hyatt Kauai for another 4. Upon pulling up the entrance, we were wowed. The grounds and the front of the hotel were immaculate! Check-in was easy and we were amazed...","My wife and I attended a business conference here.
Beautiful hotel and grounds; large ocean view room with balcony, great staff and service; very comfortable conference rooms and good food--especially that catered on the beach, many choices of poolside bars, relaxing lounges and restaurants, first...",this is a five star they lost it due to not serving hot food after 9pm otherwise it's a five star five diamond across the boards...the hiking due north is probably the best in all the island you pass manulupa beach site of  an old...,"6,768 reviews", Restaurant ,4.5,456,456,456
16-Apr,17-Apr,2640 Puuholo Rd,"Poipu, Kauai, HI 96756-8626",Free Wifi,Free Parking,Beachfront,Pool,Non-Smoking Hotel,Suites,Kitchenette,Whalers Cove Oceanfront Resort,+1 800-225-2683,#5,3%,86%,1%,1%,9%,"My wife and I have stayed here many times over the years. The property is taken care of meticulously. Beautiful landscaping, gorgeous pool and a view of the ocean that makes you feel like you’re on the ocean. 
Magical place!",,Whaler's Cove has a lot going for it.  While the big-name resorts line he shore just on the other side of the cove this location is closer to man sops and restaurants in Poipu.  Each condo is unique and there are different sizes to choose...,"Nothing can beat Whalers Cove.  Right on the ocean, crashing surf, spectacular pool, beautiful sunrise and sunset views.  We like the bottom floor units, with lanais “sitting in the landscape”, big overhang, so not as much sun as upper floor units.   We have stayed in...",We love Kauai for it’s natural beauty and tropical flora and fauna.  This is our third vacation at Whaler’s Cove.  We stayed in Unit 130 for three weeks this year and three weeks last year.  Our second floor lanai faces the ocean and is a...,296 reviews, Multilingual Staff ,5,376,376,376
16-Apr,17-Apr,2640 Puuholo Rd,"Poipu, Kauai, HI 96756-8626",Free Wifi,Free Parking,Beachfront,Pool,Non-Smoking Hotel,Suites,Kitchenette,Whalers Cove Oceanfront Resort,+1 800-225-2683,#5,3%,86%,1%,1%,9%,"We stayed for 5 nights.  First time in Kauai.  Perfect location, every condo has a view of some sort. We had an ocean view as well as cove which was perfect to watch the divers and snorkelers as well as the ocean.  We slept to...",Stayed at Whalers Cove in October . Was on my bucket list if I ever returned to Kauai . Staff is great and the grounds are gorgeous and well maintained .Pool is beautiful and in a very relaxing spot . Every sunrise and sunset memorable...,We checked in at this quaint Kauai resort. Each condo is privately owned and makes it seem a little more like home. Ever day sunrise and sunset is a happening as you can see all the onlookers from other areas honing in on Whalers Cove....,Whaler's Cove is a wonderful destination for families especially with young children. We brought our entire family including our 21 month old granddaughter. The condos are lovely and we eat our meals outside on our veranda by the ocean. The pool is clean and has...,"My wife and I vacationed in Kauai in August and stayed for a portion of our trip at Whalers Cove. What a find and fabulous resort on the ocean with wonderful view balconies. Our room was exceptionally nice and well appointed with a complete kitchen,...",296 reviews, Multilingual Staff ,5,376,376,376
16-Apr,17-Apr,2640 Puuholo Rd,"Poipu, Kauai, HI 96756-8626",Free Wifi,Free Parking,Beachfront,Pool,Non-Smoking Hotel,Suites,Kitchenette,Whalers Cove Oceanfront Resort,+1 800-225-2683,#5,3%,86%,1%,1%,9%,"Where do I start? How about being blown away by the location, our condo and the view from the condo? We were greeted by a gracious, cheerful, attentive staff. From this lovely first impression, things only got better. The check in process was quick; it...","My husband and I have been coming to Kauai since 1985 and have stayed in a variety of properties - usually condos.  I have always admired the Whalers Cove location but until this year, have never booked.  We were guided to our condo unit location...",Great location in Poipu!  Walking distance to beaches and restaurants on south side of Kauai.  Spectacular and luxurious penthouse corner unit overlooking the water with full kitchen & large balcony. Great property and outstanding unit!!,"There are many gorgeous places to stay on Kauai, but none have the oceanfront location like Whalers Cove.  It's like being on a ship- except for a few palm trees, all you see is ocean.  

#138 is gorgeous, private, and well-appointed - including the kitchen....",We needed to escape the New Zealand winter and this was a lucky choice. Beautiful 2 bedroom condo right on the cliffs picture postcard views. Incredibly helpful and friendly staff particularly when we wanted to move from a 2 story to a 1 story unit....,296 reviews, Multilingual Staff ,5,376,376,376
16-Apr,17-Apr,2640 Puuholo Rd,"Poipu, Kauai, HI 96756-8626",Free Wifi,Free Parking,Beachfront,Pool,Non-Smoking Hotel,Suites,Kitchenette,Whalers Cove Oceanfront Resort,+1 800-225-2683,#5,3%,86%,1%,1%,9%,"We love Kauai, and keep returning.  We've stayed at Whalers Cove numerous times, and it is a terrific vacation. The condos are luxurious and spacious and have every amenity.  The pool is beautiful.  You can snorkel and dive in the cove by the condos.  Turtles...","I have traveled extensively throughout the Hawaiian Islands and Kauai has my heart. Whalers Cove is huge part of why. I have returned here many times and it never disappoints. It is the total package. It is perfectly situated, (directly on the ocean), every unit...",I spent a week in this hotel with my man and it now has our heart and Soul.  From the amazing people to the bay where you can get in the water and snorkel with the turtles to the beautiful pool that is never crowded....,"I stayed at Whalers Cove in early July.  I can't begin to describe how wonderful my visit there was.  I woke up each morning to views of dolphins breaching in the water.  The condominium we stayed in was luxurious and spacious, with better amenities than...",A great 9 days at Whalers with the hubs! I am biased as a return guest for over 20 years..but it really is like coming home. Marianne always welcomes us as ohana. We were in #221 one of the largest units in the complex. The...,296 reviews, Multilingual Staff ,5,376,376,376
16-Apr,17-Apr,2640 Puuholo Rd,"Poipu, Kauai, HI 96756-8626",Free Wifi,Free Parking,Beachfront,Pool,Non-Smoking Hotel,Suites,Kitchenette,Whalers Cove Oceanfront Resort,+1 800-225-2683,#5,3%,86%,1%,1%,9%,"Condo was a two bedroom with a partial ocean view.  Immaculate, plenty of room and a well equipped kitchen.  Staff was helpful and provided their own evaluation sheets for eating, diving, touring, etc.  We used it a lot.  Owners of the condo provided beach chairs,...","Oceanview was breathtaking, right out of a movie. Staff was polite, professional, and courteous. Remodeled condo was beautiful and had everthing needed for an awesome and relaxing vacation. Snorkling in cove in front of room was terrific! Lots of fish and daily sea turtle sightings....",We stayed at Whalers' cove with our 2 adult children for a week and cannot say enough about how comfortable everything was!  We had the view in the picture above from our lanai!  There was a closet with a lot of stuff to use (...,"Stayed here recently with my wife, her parents, and our two small children. Disappointed, but we had mixed feelings. 

Pros:

Beautiful location- right on the ocean
Conveniently located- short drive from the beach and shopping areas
Friendly staff
Treated to a beautiful sunset on our...",We came here for our honeymoon and booked our trip through Expedia since they gave us a flight and hotel package. I saw the pictures here and didn't quite expect to get what we got. The pictures online don't do it justice because the entire...,296 reviews, Multilingual Staff ,5,376,376,376
16-Apr,17-Apr,2640 Puuholo Rd,"Poipu, Kauai, HI 96756-8626",Free Wifi,Free Parking,Beachfront,Pool,Non-Smoking Hotel,Suites,Kitchenette,Whalers Cove Oceanfront Resort,+1 800-225-2683,#5,3%,86%,1%,1%,9%,"The location is very nice, nice grounds and view of the cove. We were in unit 212 which has a decent view of the ocean.  There is no A/C, don't let anyway say the tradewinds will keep it cool, because they don't blow into this...","Staying at Whalers Cove condo that we bought thru a charity auction. We chose the time of year based on availability. We arrived June first. Definitely the island to just take it easy and relax. Our condo is spacious, the pool area is clean. Just...","Location can't be beat. Unit 137 was two levels with bedroom upstairs and this got to be tedious for the long stay. The condo had less than sterling maintenence with almost half of the windows not working well, if at all. With no air conditioning...","Absoutley beautiful Condos right on the water. Fantastic views from the lanai
Very clean, well maintained. Very friendly and efficient staff. Close to shopping and resturaunts. We stayed in unit 211 and it was just fantastic. Beautifully furnished,
Spacious, everything one could ever ask for...","Staff very friendly.  Staff greets daily.  Helpful with day trips and suggestions for restaurants, shopping and night life.  Accommodations excellent. Quiet. Well located and close to the Kukui'ula Shopping Center and Restaurants.",296 reviews, Multilingual Staff ,5,376,376,376
16-Apr,17-Apr,3838 Wyllie Road,"Princeville, Kauai, HI 96722-5507",Free Wifi,Parking,Breakfast Buffet,Air Conditioning,Pool,Non-Smoking Hotel,Restaurant,Westin Princeville Ocean Resort Villas,(808) 827-8700,#3,11%,53%,3%,2%,31%,The Westin Princeville Ocean Resort Villas are the place to stay on Kaua’i ‘s north shore. The premises offer beautiful views and Westin employees really do practice the art of ‘Ohana’. Everyone is friendly and helpful so one can relax and enjoy what the island...,,We thoroughly enjoyed our stay at the resort.  The helpful staff is cheerful and accomodating. The concierge was helpful in many ways.  She suggested eating spots and pointed out sites to visit on the map she provided.,"My husband and I spent 3 nights here after spending 5 nights at the St Regis. The things we loved were self parking, having our own kitchen, spacious pool areas, and grills throughout the property. They also offer a free breakfast buffet for one person...","great condos close to some amazing beaches and hiking.  Quiet, even on New Years week.  Only down side was the chickens and geese that run all over and even in the pools! Overall though, what I expect from Westin Villas in any location.  Always well...","2,034 reviews", Suites ,4.5,299,299,299
16-Apr,17-Apr,3838 Wyllie Road,"Princeville, Kauai, HI 96722-5507",Free Wifi,Parking,Breakfast Buffet,Air Conditioning,Pool,Non-Smoking Hotel,Restaurant,Westin Princeville Ocean Resort Villas,(808) 827-8700,#3,11%,53%,3%,2%,31%,"High end resort. Large well appointed condos. Beautiful grounds. Classic Westin amenities. Several pools. Ocean views from just about everywhere. Staff very attentive and helpful. We have been here 3 times. We have stayed in many Westin properties in the U.S. and Mexico. This property,...","The Westin Ocean Resort Units are well appointed, with Island and Ocean views. They have 'bell hops' since parking and schlepping your luggage would be necessary, during high occupancy parking can be quite remote :-(.
The Staff is very friendly and attentive, their motto is...","Our stay was riddled with maintenance issues that should have been noticed and resolved ahead of time.  While the staff was polite and knowledgeable about the resort's procedures, they are not paying attention to the results nor addressing the issues guests raise.  There needs to...","This is a condo/timeshare hotel that is very upscale. If you enjoy Westin Hotels, you’ll love these suites. We had a one bedroom with a kitchen, laundry and luxurious bathroom.  Pools, spas and grounds are all great . My only issue with the hotel is...","This was our first stay In Kauai and we couldn’t have picked a better property. The resort is beautiful and well maintained by hard working, friendly staff. We were offered an upgrade at check in and it was worth the extra cost. Our one bedroom...","2,034 reviews", Suites ,4.5,299,299,299
16-Apr,17-Apr,3838 Wyllie Road,"Princeville, Kauai, HI 96722-5507",Free Wifi,Parking,Breakfast Buffet,Air Conditioning,Pool,Non-Smoking Hotel,Restaurant,Westin Princeville Ocean Resort Villas,(808) 827-8700,#3,11%,53%,3%,2%,31%,"We love Kauai.  Almost every year for past 20 years, we've returned to this island to get some respite from the winter's chill.   This year was no different.  Again we looked for something in Princeville, happening on a decent deal at the Westin.  We find...","I recently travelled over from Maui to Kauai with my husband and 2 year old daughter. We love Kauai but have never really got to experience staying at a resort there, and we were so blown away! The Westin Princeville Villas are so luxurious while...","We decided to stay at the Westin while doing all of our north shore experiences.  For us I felt like the prices were great, we loved their pools.  I loved being on the ground and able to walk our my back sliding door to the...","Absolutely beautiful resort and villa stay. Stayed here just 2 weeks ago and while the winter months in KAUAI bring frequent showers, the accommodations are really second to none.  The marketing photos really don't do justice to the resort. It is beautiful and far nicer...",Had a great time. Resort is beautiful. Great views. Nice room. Staff was great. Special thanks to Susan at the pool side. Definitely recommend coming here. Princeville is a nice quiet side of the island.,"2,034 reviews", Suites ,4.5,299,299,299
16-Apr,17-Apr,3838 Wyllie Road,"Princeville, Kauai, HI 96722-5507",Free Wifi,Parking,Breakfast Buffet,Air Conditioning,Pool,Non-Smoking Hotel,Restaurant,Westin Princeville Ocean Resort Villas,(808) 827-8700,#3,11%,53%,3%,2%,31%,"We stayed 4 days and wished we had stayed longer.
So much to do in Kauai but you have to drive at least an hour to experience all the adventures on the island
The villas have everything you need, kitchenette, laundry, and jacuzzi. The vistas...",We loved our visit to the Westin Ocean Villas. Our unit looked at the golf course and was near the ocean. The staff was very friendly and accommodating with anything we asked. The restaurant was lovely and served delicious food. Kitchens are in all villas...,This was a comfortable and homey place for us to stay. Nice views of sunrise / sunset - next time I might splurge for an ocean view room. The best perk was getting beach access at the GORGEOUS beach at the St. Regis! We were...,"Lots to do on north end of Kauai. Beautiful resort and we enjoyed our 1 bedroom villa. Took advantage of the pools and jacuzzis. Had dinner one night at restaurant on site, and enjoyed breakfast too. Convenient to Foodland, St Regis, and various attractions.","Beautiful facility, Outstanding staff, fantastic location.  Couldn't have asked for a better vacation spot.
Princeville is a beautiful spot on the globe and the vistas are beyond compare.  Can't wait to go back!","2,034 reviews", Suites ,4.5,299,299,299
16-Apr,17-Apr,3838 Wyllie Road,"Princeville, Kauai, HI 96722-5507",Free Wifi,Parking,Breakfast Buffet,Air Conditioning,Pool,Non-Smoking Hotel,Restaurant,Westin Princeville Ocean Resort Villas,(808) 827-8700,#3,11%,53%,3%,2%,31%,"We strongly suggest you check out your room prior to actually checking in. There were 4 adults in our party and specific requests had been made well in advance, which we were assured would be taken care of. They were not.","The Westin has lovely landscaping and grounds.  It occupies a serene clifftop location.  The pools are attractive and I like that they are separate and at least one is saltwater.  The Villas are comfortable with great beds and bathrooms and large, useful kitchens and big...","We only spent one night at this resort on a family vacation, but we enjoyed our lovely room and hotel amenities.  After a very lengthy check-in, we were given a room upgrade (which goes a long way toward customer satisfaction, in my opinion!)  All of...","This isn't my first time to the world of Starwood timeshares, so I know this isn't like a typical first class hotel resort.  The place lacks SERVICE on the basic operations level.  Case in point:  I had my cc stolen 3 days before I left...","I booked, paid and confirmed a weeks holiday of a lifetime at the Westin Princeville through the worlds biggest travel agency over 2 months ago. It was made clear to me that I couldn't cancel that booking.  Four days before arriving I received an Email...","2,034 reviews", Suites ,4.5,299,299,299
16-Apr,17-Apr,3838 Wyllie Road,"Princeville, Kauai, HI 96722-5507",Free Wifi,Parking,Breakfast Buffet,Air Conditioning,Pool,Non-Smoking Hotel,Restaurant,Westin Princeville Ocean Resort Villas,(808) 827-8700,#3,11%,53%,3%,2%,31%,"Truly lovely resort setting with all the bells and whistles of a wonderful , relaxing vacation.  Good food, kitchens for fixing up meals, beautiful setting and of course perfect weather.
Warm and friendly staff  always willing to help.
You do need a car to go...","Wow!   Everything about this hotel is fantastic!  The room was spacious, clean and had everything one would need.   It was hard to immediately choose a bath in the gigantic tub, take a splash in the adult pool or go sit and relax in the hot...",It was very relaxing and beautiful here.  They had a lot of activities each day that my kids (4-14) enjoyed.  The koi feeding every morning was a family favorite.  They also had a petting zoo and ukulele lessons that the kids loved.   We were able...,"We stayed here for three nights at the end of our 11-day Hawaii trip. After over a week of early mornings and adventuring, this was the perfect place to relax by the pool and just enjoy being, rather that doing. The pool areas are stunning...","Love, love, love Kauai and the Westin Princeville is the perfect location to explore this beautiful island.  After a day exploring it was wonderful to come home to enjoy a cocktail on the lanai, cook dinner using the great barbecues and sleep in that wonderful...","2,034 reviews", Suites ,4.5,299,299,299
16-Apr,17-Apr,5520 Kahaku Road,"Princeville, Kauai, HI 96722-5214",Free Wifi,Parking,Breakfast Buffet,Air Conditioning,Beachfront,Pool,Non-Smoking Hotel,St. Regis Princeville Resort,(808) 826-9644,#2,9%,66%,4%,2%,19%,"If you want to do nothing but relax, this is the place to be!!  Great accommodations with an excellent staff. If you want to leave the resort, your choices are  renting a car or hiring a taxi.  We chose to rent a vehicle and take...",,"This is a wonderful resort.  You are made to feel welcome from your arrival at the main entrance, escorted to registration and offered a juice drink and water.  Everything is personalized, as is the service.  Staff go out of their way to help and are...","Wonderful service.  Super friendly and accommodating staff.  A magical stay.  The rooms are due for remodel, but the beds are comfortable.  The food at the restaurant was really good, but at times it was over held and dried out.","We had a sunrise photo session with Pacific Dream Photography during our stay at St. Regis. Erika, our photographer did an excellent job and we were very happy with the pictures. In addition, Erika had a lovely personality and was very good with the kids....","2,908 reviews", Restaurant ,4.5,551,551,551
16-Apr,17-Apr,5520 Kahaku Road,"Princeville, Kauai, HI 96722-5214",Free Wifi,Parking,Breakfast Buffet,Air Conditioning,Beachfront,Pool,Non-Smoking Hotel,St. Regis Princeville Resort,(808) 826-9644,#2,9%,66%,4%,2%,19%,"One of the most magnificent resorts in the world has one of the greatest bars near the pool and beach. If you like high end hotel pool/beach bars as I do, this is one not to be missed. Great bartenders, great vibe, majestic views.","Spectacular views, wonderful staff. Accessing one of the lush and tranquil parts of the island - However, if you want to see more of Kauai, its a long drive out and back. You'll def need to rent a car or hire a driver.","I don’t know where to start from. We had an incredible 5 day stay. The view from hotel lobby is breathtaking. The service is top notch and staff is the most courteous. If I come to Kaua’i again, I’ll definitely stay here again even after...","This hotel is on the north shore of Kauai.  It is in a stunning area of the island with breathtaking views if you get a premier ocean front room.  The sunrises and sunsets are beautiful with ocean, mountains, and Hanalei Bay outside your window.   The...","You'll definitely need to rent a car if you want to leave the property and tour the island, but you'll also find plenty to do here at the hotel if you don't. The spa is amazing (champagne provided), the food is good, a gorgeous golf...","2,908 reviews", Restaurant ,4.5,551,551,551
16-Apr,17-Apr,5520 Kahaku Road,"Princeville, Kauai, HI 96722-5214",Free Wifi,Parking,Breakfast Buffet,Air Conditioning,Beachfront,Pool,Non-Smoking Hotel,St. Regis Princeville Resort,(808) 826-9644,#2,9%,66%,4%,2%,19%,Enjoying a week at The St Regis Princeville Resort. This is truly a fantastic property.  There are commanding views of the mountains and sea from public spaces and our guest suite.  There have been some heavy rain showers during our stay creating rainbows over the...,"St. Regis is a very beautiful resort. The staff, from the valet to the concierge, are amazing. They make you feel like you belong. 

The View is absolutely stunning, the pool and the beach are awesome. John Swanson, the manager at the Loby, looked after...",We had a great week staying at the St. Regis Princeville.  The rooms are very spacious and clean.  The beds are extremely comfortable.  There were a couple of good restaurants to choose from and we loved sitting out on the terrace with a spectacular view....,"We've visited the St. Regis now 3 times, and always come away with great memories. The view and sounds of Hanalei Bay alone are worth the price of admission. It is on the pricey side, but hotel points help a lot with that! It is...","We stayed for 6 nights in January 2018. From the moment the valet greeted us, throughout the checking in process, and every service along the entire week, it was first class. The facilities are well maintained and neat. The attention at the pool, beach, and...","2,908 reviews", Restaurant ,4.5,551,551,551
16-Apr,17-Apr,5520 Kahaku Road,"Princeville, Kauai, HI 96722-5214",Free Wifi,Parking,Breakfast Buffet,Air Conditioning,Beachfront,Pool,Non-Smoking Hotel,St. Regis Princeville Resort,(808) 826-9644,#2,9%,66%,4%,2%,19%,We stayed on the other end of Kauai but decided to make our way to this end And are sure glad we did. The views from this place are storybook material.   And all those rainbows....magnificent. Rooms are comfortable and clean. We had one on the...,"We were so excited to go to the most beautiful island and stay at this ""amazing"" hotel. We thought it would be the best hotel of our lives! Having spent upwards of $700 a night, we figured this hotel would be wonderful. Other St. Regis...",Another great stay at the St Regis!  The views of Hanalei Bay are amazing.  Our room was comfortable and spacious.  The butlers were amazing when we needed help arranging decorations for a surprise birthday.  We really shopping and eating in Hanalei Bay which is a...,This was our first time staying at a St. Regis. The Customer service was excellent and we felt the service was like what we have experienced at a four seasons. The valet staff were all friendly and so helpful. They even brought me a cold...,"The St. Regis Princeville is a beautiful resort that is located on one of the best pieces of property on the island--just atop the easternmost corner of Hanalei Bay.  I highly recommend this resort, and look forward to returning. 

The resort is attractive--particularly the lobby...","2,908 reviews", Restaurant ,4.5,551,551,551
16-Apr,17-Apr,5520 Kahaku Road,"Princeville, Kauai, HI 96722-5214",Free Wifi,Parking,Breakfast Buffet,Air Conditioning,Beachfront,Pool,Non-Smoking Hotel,St. Regis Princeville Resort,(808) 826-9644,#2,9%,66%,4%,2%,19%,"Beautiful hotel.  Our view was awesome!  Great weather!  Keep an eye out for Pablo in the Terrace.  He is a nice guy and will give you the best where to go info.  (Thanks Pablo.)  

This is a luxury resort, so dress up a little and...",I took my family to Kauai recently and we decided to stay at the St. Regis Hotel in Princeville. This was our first time to the island and what a beautiful place this is indeed. The atmosphere is amazing with picturesque views from all around...,"We stayed two nights at the st. Regis. We have been frequent visitors to Kauai but this was our first stay at the St Regis. From the moment we arrived the service was delightful, everyone was very friendly, and the experience was lovely. Views both...",This wonderful resort has the perfect Kauai location. Built into the hills of Hanalei bay the views and sunset are absolutely amazing....  restaurants and bars also up to par.  Staff is very attentive and managers active and always making sure everyone is taken care of....,"Simply put... Wow. The St. Regis is by far one of the most romantic getaways and impressive resorts i have been to yet. I know i'm not the first to say this, but seriously...that jaw dropping view when you first walk into the lobby simply...","2,908 reviews", Restaurant ,4.5,551,551,551
16-Apr,17-Apr,5520 Kahaku Road,"Princeville, Kauai, HI 96722-5214",Free Wifi,Parking,Breakfast Buffet,Air Conditioning,Beachfront,Pool,Non-Smoking Hotel,St. Regis Princeville Resort,(808) 826-9644,#2,9%,66%,4%,2%,19%,"This was our 3rd visit to the St Regis Princeville, and it won't be our last.  This hotel sets the standard.  The location is sublime, the rooms and public areas are gorgeous, but what really sets it apart is the staff.  The embody the true...",Wow- the view from the terrace is amazing!!! This resort lives up to its reviews.  The beach is a great place for picture taking.  Especially by the trees and lava rocks.  The coffee bar is also a must!!,"My wife and I, and another couple, came to the St Regis Princeville to celebrate a special birthday. We were not disappointed....The location is nothing short of spectacular overlooking Hanalei Bay. The service staff, pool and beach facilities, dining, and recreation opportunities were all super...",It was absolutely Heaven on earth. The food is expensive but just ono! I loved going down elevators to our room! The secluded bay was so quiet and beautiful! Golfing was wonderful and we really got the VIP treatment.,"The views at this location are nothing short of spectacular. The lobby and within the hotel the decor was elegant and appropriate. The layout of the rooms were convenient, could do with a slight face-lift, however overall this is a special hotel and it would...","2,908 reviews", Restaurant ,4.5,551,551,551
16-Apr,17-Apr,5380 Honoiki Road,"Princeville, Kauai, HI 96722",Free Wifi,Air Conditioning,Beachfront,Pool,Non-Smoking Hotel,Suites,Fitness center,Hanalei Bay Resort,(808) 201-0452,#1,8%,59%,5%,5%,23%,"The property is nice, pool, beach access, rides to beach.  Room is in need of remodeling dated, wooden slates of door falling out, stove top large eye didn’t work, toaster had to be held down, air in unit not working well.  Restaurant food was ok...",,We recently stayed at the Hanalei Bay Resort with 2 other couples. Dispite the emence amount of rain we had we had the most amazing stay. The views were breath taking. The rain brought more waterfalls then seen in years. We will absolutely return to...,"Here you will find what Kauai is about the Beauty of the sunrise and sun sets are breathtaking.. The staff at Hanalia  Bay  Resort  is like family. The aloha of love as you arrive truly touches ones  heart 
. The grounds  are a  spetural  garden...","Great beach access - Walk down to Hanalei Bay..Two swiming pools and 8 tennis courts..  No cars on the property.  Golf cart transport to your unit, or hike if you want some exercise.).  Absence of cars near units makes for a very tranquil setting.

Separately...","1,856 reviews", Kitchenette ,4,330,330,330
16-Apr,17-Apr,5380 Honoiki Road,"Princeville, Kauai, HI 96722",Free Wifi,Air Conditioning,Beachfront,Pool,Non-Smoking Hotel,Suites,Fitness center,Hanalei Bay Resort,(808) 201-0452,#1,8%,59%,5%,5%,23%,"We were in rooms 5307-08 and if you like views and/or relaxing this is the place for you!  From our unit we had views of mountains, waterfalls, Hanalei beaches, and the ocean. The grounds were impeccable including lawns like golf greens, orchids growing on trees,...","This is really a fantastic property! It has HUGE recently upgraded 2 br/2ba accommodations, and a fantastic swim up Ukulele Bar! With 8 tennis courts, it's probably the BEST place to go for tennis players! Staff is very accomodating and will shuttle you anywhere on...","This place is a gem. The 2 BR condo was gorgeous, clean, quiet and had views to die for.  The service was phenomenal and there was plenty to do on the resort property( beaches, snorkeling, eating at the Happy Talk Lounge, having morning coffee on...","We decided at the last possible minute to visit the North Shore for a few nights,  and Hanalei Bay Resort had availability.  In addition, because of ongoing construction work on the property their rates were discounted.  The room we were given had a ""mountain view""---we...",We returned to Hanalei Bay Resort and loved our visit. The property is beautifully landscaped with almost all units with views of the bay. The staff is very friendly to all guests . They are eager to help make each visitor feel welcome. We feel...,"1,856 reviews", Kitchenette ,4,330,330,330
16-Apr,17-Apr,5380 Honoiki Road,"Princeville, Kauai, HI 96722",Free Wifi,Air Conditioning,Beachfront,Pool,Non-Smoking Hotel,Suites,Fitness center,Hanalei Bay Resort,(808) 201-0452,#1,8%,59%,5%,5%,23%,"The resort is absolutely beautiful.  The pool, hot tub and swim up bar were clean and convenient to our condo.  We loved being able to go down to the beach and swim also. 
 The staff is very friendly and helpful.  Would highly recommend staying here.",The rooms are spacious and in good repair.  The views are amazing!  The grounds are also gorgeous.  This is an extraordinary place and it just keeps getting better.  Our room was 7205-6 and had glorious views of Hanalei Bay and the Hanalei mountains.  The view...,"Princeville is a beautiful area and Hanalei Bay Resort is a great location with most units having outstanding views.  Grounds and facilities are well kept and beautiful.  Right next to the St. Regis hotel is a big plus for high end dining and shopping, with...","This is my 4th time at the resort, and it keeps getting better! The management is top-notch and they are always looking for ways to improve the property and the quality. The new Happy Talk Lounge is a great addition, and the Ukulele swim-up bar...","The condo is absolutely gorgeous, the owners have everything you need and many things you don’t know you need,
really 5 star living. 2 bedrooms with very comfortable king size beds and a loft with 2 double beds perfect for the kids
Have your morning...","1,856 reviews", Kitchenette ,4,330,330,330
